182.65741927038073,375.02916056350557
146.6115309232777,313.93600580259624
158.23183396670646,396.29816174453526
259.8303642674834,356.8853679880552
186.95458675525762,407.7368032128629
224.74677353141269,344.21298903497694
187.08641919286015,392.4989440842855
198.95341372713838,422.32968967123855
145.14043318857858,385.4433787947339
105.33797167484306,319.38834619564136
209.70534864923638,323.7911996397626
237.32994778031025,333.7716304177905
128.13938003481937,321.1513649409852
275.2676074995832,345.3378246764369
211.20131600112302,382.7467267983689
216.17259155730477,319.3144923222601
138.88999219838297,260.0315071098605
181.7107390296448,337.1246604510485
203.74706627435222,336.62472926264365
149.55378699978274,348.53849396308607
165.84549360904313,328.21461150209643
200.14950176992812,359.1292358082749
177.73752827101978,331.56278929760117
132.3132745921526,306.1300357072347
119.2403563370449,395.75591838791456
172.13078407140253,412.00447710060473
196.21923339498227,290.02271104655625
259.25249915682514,314.6617731470114
154.90450736252498,348.58984258675736
191.0342269219968,375.21505786432584
101.69543212045686,345.9597027609977
173.7056356112143,385.391481013183
268.75660440093225,336.8059877960076
177.31308353478298,430.5434956661086
152.87383843208386,441.2315350007391
218.5179617001327,358.7851949708833
180.9377763897478,321.07449405876423
213.29340348442022,399.34094782467076
118.27314555481578,370.2087102368784
177.76913934101458,403.95478938107476
156.51299262697353,405.00267659081936
163.63881424262837,378.3466816939677
218.78608354938473,393.2273527814395
210.15636513836168,322.79099210787547
160.29065818445258,425.85290064228724
177.29173716434875,379.9583499298733
186.93815877282444,412.25759811598266
122.3362558522914,374.8613707410289
215.18701687702685,312.5651922577407
133.82500196850188,345.9141313858489
120.86451750100734,375.25018907991785
200.3109522207031,358.3536207030475
239.96029340069742,345.50653117194196
224.1597388709328,324.20029836545916
170.00176028100537,320.5716569626489
209.31270036697498,349.5697651382121
210.2698422671549,271.47392239026453
197.97935960151383,376.3088788036797
182.13707601731335,380.43907960283383
125.3095412744832,266.9630159496769
176.16132193427325,402.75067761221624
248.65403900579759,323.9908790361399
137.45877012111964,329.926817030795
208.66024854274826,383.46415842755806
178.95640624888722,404.3075474161435
219.7560791178288,400.2526981036154
138.3409655322476,426.5495718664102
148.39696726053194,410.7428874762598
179.94065858910952,256.13983374426994
204.36247667953464,339.0469530324296
153.68762551045222,343.1504024625973
140.4112275951977,284.230837972187
114.01687980734056,361.66102040646183
282.86691464530895,326.7086893752709
149.8592978301991,319.27805720876387
156.41570323849726,320.49582722166474
76.20748221901354,397.37011332694715
154.05178648224344,365.2256836065108
165.35126115679904,365.9467361683507
191.10852942341228,358.9623875581697
194.1861280725296,361.94559655767574
142.0430498053083,316.12102527038536
127.83521085270114,409.2525545051155
190.59650166766008,362.4178411060997
205.77895905529743,410.643997372659
96.30346905858707,311.47779654758165
168.6691191509737,350.95524238956045
213.5390360597229,306.48486983180914
154.59333795937556,378.97050342881187
184.59847321263663,355.9115191362089
